feature	partner	sample_name	feature_match	feature_match_1	feature_match_2	feature_match_3	feature_match_4	evidence	cancerhotspots_bin	cancerhotspots3D_bin	cgc_bin	cosmic_bin	gsea_pathways_bin	gsea_modules_bin
TARM1	SIRT6	ACH-000572	0	0	0	0	0		0	0	0	1	0	0
AFF3	MAP4K4	ACH-000098	0	0	0	0	0		0	0	1	1	0	0
C5orf60	HNRNPH1	ACH-000738	0	0	0	0	0		0	0	0	1	0	0
EYA2	OSER1	ACH-000738	0	0	0	0	0		0	0	0	1	0	1
IL23A	ATP5F1B	ACH-000738	0	0	0	0	0		0	0	0	1	0	0
NCOA3	ZNFX1	ACH-000738	0	0	0	0	0		1	0	0	1	1	1
NUFIP1	GPALPP1	ACH-000738	0	0	0	0	0		0	0	0	1	0	0
OS9	R3HDM2	ACH-000738	0	0	0	0	0		0	0	0	1	0	0
RPS6P12	ABCA1	ACH-000738	0	0	0	0	0		0	0	0	0	0	0
RTF1	LINC01581	ACH-000738	0	0	0	0	0		0	0	0	1	0	0
TBC1D16	IAH1	ACH-000738	0	0	0	0	0		0	0	0	1	0	0
ZNF595	CTNNBL1	ACH-000738	0	0	0	0	0		0	0	0	1	0	0
ARHGEF2	GON4L	ACH-000047	0	0	0	0	0		0	0	0	1	0	1
C16orf89	PPL	ACH-000047	0	0	0	0	0		0	0	0	1	0	0
CACYBP	RABGAP1L	ACH-000047	0	0	0	0	0		0	0	0	1	0	1
CASC21	NCALD	ACH-000047	0	0	0	0	0		0	0	0	0	0	0
CCDC142	BOLA3	ACH-000047	0	0	0	0	0		0	0	0	1	0	0
CEP55	NRG3	ACH-000047	0	0	0	0	0		0	0	0	1	0	1
CNIH2	PELI3	ACH-000047	0	0	0	0	0		0	0	0	1	0	0
CR1L	CD46	ACH-000047	0	0	0	0	0		0	1	0	1	0	0
CYP3A4	SGCE	ACH-000047	0	0	0	0	0		0	0	0	1	0	1
DNAJC5	OPRL1	ACH-000047	0	0	0	0	0		0	0	0	1	0	0
DPYSL4	INPP5A	ACH-000047	0	0	0	0	0		0	0	0	1	0	1
HDDC2	NCALD	ACH-000047	0	0	0	0	0		0	0	0	1	0	1
HOXB-AS3	ABCA10	ACH-000047	0	0	0	0	0		0	0	0	0	0	0
JAKMIP3	INPP5A	ACH-000047	0	0	0	0	0		0	0	0	1	0	0
LGALS1	TRIOBP	ACH-000047	0	0	0	0	0		0	1	0	1	0	1
MICU1	ASCC1	ACH-000047	0	0	0	0	0		0	0	0	0	0	0
MOCOS	FHOD3	ACH-000047	0	0	0	0	0		0	0	0	1	0	1
MOCS2	SMARCA4	ACH-000047	0	0	0	0	0		0	0	0	1	0	0
MRPL53	BOLA3	ACH-000047	0	0	0	0	0		0	0	0	1	0	0
MYH9	APOL2	ACH-000047	0	0	0	0	0		0	0	1	1	0	1
NDUFC1	SETD7	ACH-000047	0	0	0	0	0		0	0	0	1	0	1
PLXNB2	MAPK11	ACH-000047	0	0	0	0	0		0	0	0	1	0	0
SBNO2	PLPPR3	ACH-000047	0	0	0	0	0		0	0	0	1	0	1
SH3BGRL2	TTK	ACH-000047	0	0	0	0	0		0	0	0	1	0	0
SHISA5	GATD3A	ACH-000047	0	0	0	0	0		0	0	0	1	0	0
UBE4B	KIF1B	ACH-000047	0	0	0	0	0		0	0	0	1	0	0
UBR5	ZNF706	ACH-000047	0	0	0	0	0		0	0	1	1	0	1
COMT	UBE2L3	ACH-000835	0	0	0	0	0		0	0	0	1	0	1
BBS1	RBM14	ACH-000756	0	0	0	0	0		0	0	0	1	0	1
CIT	TXNRD1	ACH-000756	0	0	0	0	0		0	0	0	1	0	0
DLG2	TRIO	ACH-000756	0	0	0	0	0		0	0	0	1	0	0
EYA2	RPTOR	ACH-000756	0	0	0	0	0		0	0	0	1	0	1
FGGY	AIDA	ACH-000756	0	0	0	0	0		0	0	0	1	0	0
HBS1L	IQCG	ACH-000756	0	0	0	0	0		0	0	0	1	0	0
LINGO1	CASC4	ACH-000756	0	0	0	0	0		0	0	0	1	0	1
MAP3K5	SIN3A	ACH-000756	0	0	0	0	0		0	0	0	1	1	0
MOCOS	FHOD3	ACH-000756	0	0	0	0	0		0	0	0	1	0	1
NEDD4	LACTB	ACH-000756	0	0	0	0	0		0	0	0	1	0	1
ST6GALNAC5	OMA1	ACH-000756	0	0	0	0	0		0	0	0	1	0	1
TMEM104	TMEM94	ACH-000756	0	0	0	0	0		0	0	0	1	0	0
USP33	PTGFRN	ACH-000756	0	0	0	0	0		0	0	0	1	0	0
WNK1	ERC1	ACH-000756	0	0	0	0	0		0	0	0	1	0	1
ACAD10	TMEM116	ACH-000102	0	0	0	0	0		0	0	0	1	0	1
ANAPC5	MEIS2	ACH-000102	0	0	0	0	0		0	0	0	1	1	0
ANKS1B	GABPB1	ACH-000102	0	0	0	0	0		0	0	0	1	0	0
HIF3A	PPP5C	ACH-000102	0	0	0	0	0		0	0	0	1	0	1
KIAA1217	DNMBP	ACH-000102	0	0	0	0	0		0	0	0	1	0	0
PPARGC1A	DNAJC13	ACH-000102	0	0	0	0	0		0	0	0	1	0	1
SLC39A9	ACTN1	ACH-000102	0	0	0	0	0		0	0	0	1	0	0
SMTN	LIMK2	ACH-000102	0	0	0	0	0		0	0	0	1	0	1
TMPO	HECTD4	ACH-000102	0	0	0	0	0		0	0	0	1	0	1
HM13	TPX2	ACH-000389	0	0	0	0	0		0	0	0	1	0	0
HMCN1	ACOT7	ACH-000389	0	0	0	0	0		0	0	0	1	0	0
MEIOC	MAP2K2	ACH-000389	0	0	0	0	0		0	0	0	0	0	0
SLC38A10	CCDC57	ACH-000389	0	0	0	0	0		0	0	0	1	0	1
TMEM120B	MARS	ACH-000389	0	0	0	0	0		0	0	0	1	0	0
ALDH3A2	TOM1L2	ACH-000843	0	0	0	0	0		0	0	0	1	0	1
CD8A	RNF103	ACH-000843	0	0	0	0	0		0	0	0	1	1	1
EPHA6	BARD1	ACH-000843	0	0	0	0	0		0	0	0	1	0	0
KLHL18	PTPN23	ACH-000843	0	0	0	0	0		0	0	0	1	0	1
LINC00640	FRMD6	ACH-000843	0	0	0	0	0		0	0	0	0	0	0
NSUN2	SRD5A1	ACH-000843	0	0	0	0	0		0	0	0	1	0	1
TXK	CNGA1	ACH-000843	0	0	0	0	0		0	0	0	1	0	1
CDH23	KLK5	ACH-000111	0	0	0	0	0		0	0	0	1	0	1
GEMIN2	CTAGE5	ACH-000111	0	0	0	0	0		0	0	0	0	0	0
HESX1	IL17RD	ACH-000111	0	0	0	0	0		0	0	0	1	0	0
LHFPL3	KMT2E	ACH-000111	0	0	0	0	0		0	0	0	1	0	0
LINC00483	ANKRD40	ACH-000111	0	0	0	0	0		0	0	0	0	0	0
NOTCH2	SEC22B	ACH-000111	0	0	0	0	0		1	0	1	1	0	0
PDE8A	AKAP13	ACH-000111	0	0	0	0	0		0	0	0	1	0	1
PTBP3	SUSD1	ACH-000111	0	0	0	0	0		0	0	0	1	0	0
SCUBE2	CTCF	ACH-000111	0	0	0	0	0		0	0	0	1	0	0
SGSM2	PAFAH1B1	ACH-000111	0	0	0	0	0		0	0	0	1	0	0
SHISA9	ALDOA	ACH-000111	0	0	0	0	0		0	0	0	1	0	0
SMCO2	PPFIBP1	ACH-000111	0	0	0	0	0		0	0	0	0	0	0
SMTNL1	CTNND1	ACH-000111	0	0	0	0	0		0	0	0	1	0	0
TM9SF4	POFUT1	ACH-000111	0	0	0	0	0		0	0	0	1	0	0
TMCC1	PLXND1	ACH-000111	0	0	0	0	0		0	0	0	1	0	0
TOMM40	CLPTM1	ACH-000111	0	0	0	0	0		0	0	0	1	0	1
TRERF1	PUM1	ACH-000111	0	0	0	0	0		0	0	0	1	0	0
ZNF135	ZNF274	ACH-000111	0	0	0	0	0		0	0	0	1	0	0
ABCA4	GCLM	ACH-000699	0	0	0	0	0		0	0	0	1	0	1
CARD11	GNA12	ACH-000699	0	0	0	0	0		1	0	1	1	0	0
CYP39A1	EIF3K	ACH-000699	0	0	0	0	0		0	0	0	1	0	1
DEGS2	WARS	ACH-000699	0	0	0	0	0		0	0	0	1	0	0
FOXK2	LMF1	ACH-000699	0	0	0	0	0		0	0	0	1	0	1
FUBP3	PRRC2B	ACH-000699	0	0	0	0	0		0	0	0	1	0	1
KIF18B	EFTUD2	ACH-000699	0	0	0	0	0		0	0	0	1	0	0
LINC01278	MDH1	ACH-000699	0	0	0	0	0		0	0	0	0	0	0
LRCH3	RAB7A	ACH-000699	0	0	0	0	0		0	0	0	1	0	0
MROH1	MFSD3	ACH-000699	0	0	0	0	0		0	0	0	0	0	0
PKD2	E2F3	ACH-000699	0	0	0	0	0		0	0	0	1	0	0
RAB37	TMEM104	ACH-000699	0	0	0	0	0		0	0	0	1	0	0
RBMS1	PLA2R1	ACH-000699	0	0	0	0	0		0	0	0	0	0	1
RNA28S5	PDIA5	ACH-000699	0	0	0	0	0		0	0	0	0	0	0
RPF1	RNGTT	ACH-000699	0	0	0	0	0		0	0	0	1	0	0
STPG2-AS1	UNC5C	ACH-000699	0	0	0	0	0		0	0	0	0	0	0
ABHD12B	CEP170B	ACH-000277	0	0	0	0	0		0	0	0	1	0	0
ATAD2	GRB7	ACH-000277	0	0	0	0	0		0	0	0	1	0	1
CA3	CHD6	ACH-000277	0	0	0	0	0		0	0	0	1	0	1
CHMP4C	ERBB2	ACH-000277	0	0	0	0	0		0	0	0	1	0	0
CLIP1	VPS33A	ACH-000277	0	0	0	0	0		0	0	1	1	0	1
CYB5R2	SYT7	ACH-000277	0	0	0	0	0		0	0	0	1	0	0
HOXB7	SYS1	ACH-000277	0	0	0	0	0		0	0	0	1	0	1
HOXB9	SYS1	ACH-000277	0	0	0	0	0		0	0	0	1	0	0
NADSYN1	LRCH1	ACH-000277	0	0	0	0	0		0	0	0	1	0	1
NCOR1	NDUFAF6	ACH-000277	0	0	0	0	0		0	0	1	1	1	1
NDUFAF6	PLEC	ACH-000277	0	0	0	0	0		0	0	0	1	0	0
OSBPL2	STMN3	ACH-000277	0	0	0	0	0		0	0	0	1	0	1
PVT1	ZFAND1	ACH-000277	0	0	0	0	0		0	0	0	0	0	0
RALGPS1	ZNF79	ACH-000277	0	0	0	0	0		0	0	0	1	0	1
RIPOR3	EIF3H	ACH-000277	0	0	0	0	0		0	0	0	0	0	0
RMDN1	CCNE2	ACH-000277	0	0	0	0	0		0	0	0	0	0	0
RNFT1	SLC46A1	ACH-000277	0	0	0	0	0		0	0	0	1	0	0
SERPINA4	IFT43	ACH-000277	0	0	0	0	0		0	0	0	1	0	1
SKAP1	CHD6	ACH-000277	0	0	0	0	0		0	0	0	1	0	1
SPECC1	RIPK2	ACH-000277	0	0	0	0	0		0	0	1	1	0	0
SPOP	RNF139	ACH-000277	0	0	0	0	0		1	1	1	1	0	1
STMN3	TONSL	ACH-000277	0	0	0	0	0		0	0	0	1	0	0
SYT9	LDLRAD3	ACH-000277	0	0	0	0	0		0	0	0	1	0	0
TAC4	STARD3	ACH-000277	0	0	0	0	0		0	0	0	1	0	0
TCEA2	SLCO4A1	ACH-000277	0	0	0	0	0		0	0	0	1	0	1
TRUB2	VAV2	ACH-000277	0	0	0	0	0		0	0	0	1	0	0
TSHZ2	ZNF251	ACH-000277	0	0	0	0	0		0	0	0	1	0	0
UGT8	EXT1	ACH-000277	0	0	0	0	0		0	0	0	1	0	1
ZFYVE19	VPS18	ACH-000277	0	0	0	0	0		0	0	0	1	0	0
ALDH7A1	SLC9A7	ACH-000349	0	0	0	0	0		0	0	0	1	0	1
CHSY1	NT5C3A	ACH-000349	0	0	0	0	0		0	0	0	1	0	1
ANO1	PPFIA1	ACH-000930	0	0	0	0	0		0	0	0	1	0	0
ASH2L	BAG4	ACH-000930	0	0	0	0	0		0	0	0	1	0	1
C21orf91	BTG3	ACH-000930	0	0	0	0	0		0	0	0	1	0	0
CASC21	AP5B1	ACH-000930	0	0	0	0	0		0	0	0	0	0	0
CASC8	AP5B1	ACH-000930	0	0	0	0	0		0	0	0	0	0	0
CNN2	GPX4	ACH-000930	0	0	0	0	0		0	0	0	1	0	1
COL4A2	ING1	ACH-000930	0	0	0	0	0		0	0	0	1	1	1
CSGALNACT1	PSD3	ACH-000930	0	0	0	0	0		0	0	0	1	0	0
GMDS	TMEM189	ACH-000930	0	0	0	0	0		0	0	0	1	0	1
IL1RN	DPY19L4	ACH-000930	0	0	0	0	0		0	0	0	1	0	1
LMF1	BOP1	ACH-000930	0	0	0	0	0		0	0	0	1	0	0
MATN4	TOMM34	ACH-000930	0	0	0	0	0		0	0	0	1	0	0
PPM1G	GPN1	ACH-000930	0	0	0	0	0		0	0	0	1	0	0
RXFP1	FNIP2	ACH-000930	0	0	0	0	0		0	0	0	1	0	0
TFCP2	SIPA1L3	ACH-000930	0	0	0	0	0		0	0	0	1	0	1
UBR4	TCHP	ACH-000930	0	0	0	0	0		0	0	0	1	0	0
UCHL1	LIMCH1	ACH-000930	0	0	0	0	0		0	0	0	1	0	1
ZC2HC1C	JDP2	ACH-000930	0	0	0	0	0		0	0	0	0	0	0
ZFP42	URI1	ACH-000930	0	0	0	0	0		0	0	0	1	0	0
CYTH1	EXOC7	ACH-000196	0	0	0	0	0		0	0	0	1	0	1
EXT2	DPP8	ACH-000196	0	0	0	0	0		0	0	1	1	0	0
LINC01158	SEPT10	ACH-000196	0	0	0	0	0		0	0	0	0	0	0
PRPSAP1	CYTH1	ACH-000196	0	0	0	0	0		0	0	0	1	0	1
SCD5	LIN54	ACH-000196	0	0	0	0	0		0	0	0	1	0	0
TRA2B	MSL2	ACH-000196	0	0	0	0	0		0	0	0	1	0	1
ADGRF3	ASXL2	ACH-000878	0	0	0	0	0		0	0	0	0	0	0
CCPG1	RAB27A	ACH-000878	0	0	0	0	0		0	0	0	1	0	1
CHMP2B	MAGI1	ACH-000878	0	0	0	0	0		0	0	0	1	0	0
DMC1	TMEM184B	ACH-000878	0	0	0	0	0		0	0	0	1	0	0
DOCK4	IMMP2L	ACH-000878	0	0	0	0	0		0	0	0	1	0	0
ELP2	FHOD3	ACH-000878	0	0	0	0	0		0	0	0	1	0	0
KMT5A	SNRNP35	ACH-000878	0	0	0	0	0		0	0	0	0	0	0
MAGI1	CHMP2B	ACH-000878	0	0	0	0	0		0	0	0	1	0	1
PLA2G1B	PXN	ACH-000878	0	0	0	0	0		0	0	0	1	0	0
TTC7A	PRKCE	ACH-000878	0	0	0	0	0		0	0	0	1	0	1
UBC	SCARB1	ACH-000878	0	0	0	0	0		0	0	0	1	0	0
AHCY	TAX1BP1	ACH-000624	0	0	0	0	0		0	0	0	1	0	1
ARVCF	HIRA	ACH-000624	0	0	0	0	0		0	0	0	1	0	1
CAPN1	POLA2	ACH-000624	0	0	0	0	0		0	1	0	1	0	1
CEP112	SMURF2	ACH-000624	0	0	0	0	0		0	0	0	1	0	0
COX4I2	TPX2	ACH-000624	0	0	0	0	0		0	0	0	1	0	0
CWC22	WNK1	ACH-000624	0	0	0	0	0		0	0	0	1	0	0
DPYSL5	BABAM2	ACH-000624	0	0	0	0	0		0	0	0	1	0	1
DRD4	CD151	ACH-000624	0	0	0	0	0		0	0	0	1	0	1
GPC3	HS6ST2	ACH-000624	0	0	0	0	0		0	0	1	1	0	1
LPXN	PTPRJ	ACH-000624	0	0	0	0	0		0	0	0	1	0	1
MCC	REEP5	ACH-000624	0	0	0	0	0		0	0	0	1	0	1
NCKAP5	GPR39	ACH-000624	0	0	0	0	0		0	0	0	1	0	0
PADI6	ARHGEF10L	ACH-000624	0	0	0	0	0		0	0	0	1	0	0
PKD1L1	RIF1	ACH-000624	0	0	0	0	0		0	0	0	1	0	1
PVR	PPP1R13L	ACH-000624	0	0	0	0	0		0	0	0	1	1	0
SBF2	GALNT18	ACH-000624	0	0	0	0	0		0	0	0	1	0	0
SEZ6	FAM222B	ACH-000624	0	0	0	0	0		0	0	0	1	0	0
SIPA1L3	ZNF649	ACH-000624	0	0	0	0	0		0	0	0	1	0	1
SMYD4	RPA1	ACH-000624	0	0	0	0	0		0	0	0	1	0	1
TCP11L1	LDLRAD3	ACH-000624	0	0	0	0	0		0	0	0	1	0	0
TSPAN4	BRSK2	ACH-000624	0	0	0	0	0		0	0	0	1	0	1
TTC28	CHEK2	ACH-000624	0	0	0	0	0		0	0	0	1	0	0
UBC	NCOR2	ACH-000624	0	0	0	0	0		0	0	0	1	0	0
UQCRC2	RFT1	ACH-000624	0	0	0	0	0		0	0	0	1	0	1
USP31	WNK1	ACH-000624	0	0	0	0	0		0	0	0	1	0	0
ANKS1B	UHRF1BP1L	ACH-000859	0	0	0	0	0		0	0	0	1	0	0
ARL14EPL	NDUFC1	ACH-000859	0	0	0	0	0		0	0	0	0	0	0
ATXN7L1	PUS7	ACH-000859	0	0	0	0	0		0	0	0	1	0	0
CEP72	EXT1	ACH-000859	0	0	0	0	0		0	0	0	1	0	0
FAM212A	RBM6	ACH-000859	0	0	0	0	0		0	0	0	0	0	0
HLCS	BRWD1	ACH-000859	0	0	0	0	0		0	0	0	1	0	1
KHDC4	GON4L	ACH-000859	0	0	0	0	0		0	0	0	0	0	0
LINC00511	CCDC57	ACH-000859	0	0	0	0	0		0	0	0	0	0	0
LINC00992	EIF3E	ACH-000859	0	0	0	0	0		0	0	0	0	0	0
NCOA7	TRMT11	ACH-000859	0	0	0	0	0		0	0	0	1	0	1
NDUFC1	CAMK4	ACH-000859	0	0	0	0	0		0	0	0	1	0	1
NOP58	STRADB	ACH-000859	0	0	0	0	0		0	0	0	1	0	0
ORC4	GALNT7	ACH-000859	0	0	0	0	0		0	0	0	1	0	1
PCAT2	OXR1	ACH-000859	0	0	0	0	0		0	0	0	0	0	0
POU2F2	SIPA1L3	ACH-000859	0	0	0	0	0		0	0	0	1	0	1
PRKAR1B	INTS1	ACH-000859	0	0	0	0	0		0	0	0	1	1	0
PVT1	GSDMC	ACH-000859	0	0	0	0	0		0	0	0	0	0	0
PWWP2B	INPP5A	ACH-000859	0	0	0	0	0		0	0	0	1	0	0
SAMD12	PHF20L1	ACH-000859	0	0	0	0	0		0	0	0	1	0	0
VPS16	ATRN	ACH-000859	0	0	0	0	0		0	0	0	1	0	0
AGT	ZNF670	ACH-000725	0	0	0	0	0		0	0	0	1	0	1
C6orf106	NUDT3	ACH-000725	0	0	0	0	0		0	0	0	1	0	1
CABIN1	MTMR1	ACH-000725	0	0	0	0	0		0	0	0	1	0	1
CARD8	CATSPERG	ACH-000725	0	0	0	0	0		0	0	0	1	0	1
CXCL17	ZNF526	ACH-000725	0	0	0	0	0		0	0	0	1	0	0
GGA1	TRIOBP	ACH-000725	0	0	0	0	0		0	0	0	1	0	0
HRAS	FYCO1	ACH-000725	0	0	0	0	0		1	1	1	1	1	1
MBTD1	GOSR1	ACH-000725	0	0	0	0	0		0	0	0	1	0	0
MRC2	GBF1	ACH-000725	0	0	0	0	0		0	0	0	1	0	1
NAP1L1	OSBPL8	ACH-000725	0	0	0	0	0		0	0	0	1	0	1
NEBL	PHF8	ACH-000725	0	0	0	0	0		0	1	0	1	0	1
PCTP	ANKRD13B	ACH-000725	0	0	0	0	0		0	0	0	1	0	1
PLB1	PPP1CB	ACH-000725	0	0	0	0	0		0	0	0	1	0	0
SDHA	PDCD6	ACH-000725	0	0	0	0	0		1	0	1	1	0	1
SLC9A3R1	TMEM104	ACH-000725	0	0	0	0	0		0	0	0	1	0	1
SNF8	FBXL20	ACH-000725	0	0	0	0	0		0	0	0	1	0	0
SRCIN1	SPOP	ACH-000725	0	0	0	0	0		0	0	0	1	0	0
STARD3	SLC25A51	ACH-000725	0	0	0	0	0		0	0	0	1	0	1
TDRD12	ZNF256	ACH-000725	0	0	0	0	0		0	0	0	1	0	0
TP53I13	SPAG9	ACH-000725	0	0	0	0	0		0	0	0	1	0	1
ZNF8	ZNF571	ACH-000725	0	0	0	0	0		0	0	0	1	0	0
ADGRB1	PPP1R16A	ACH-000691	0	0	0	0	0		0	0	0	0	0	0
AGO3	THRAP3	ACH-000691	0	0	0	0	0		0	0	0	0	0	0
AGXT2	PRLR	ACH-000691	0	0	0	0	0		0	0	0	1	0	0
ARSB	LHFPL2	ACH-000691	0	0	0	0	0		0	0	0	1	0	1
ATP8B2	IL6R	ACH-000691	0	0	0	0	0		0	0	0	1	0	0
BRPF3	NUDT3	ACH-000691	0	0	0	0	0		0	0	0	1	0	0
CCS	C11orf80	ACH-000691	0	0	0	0	0		0	0	0	1	0	1
CDH26	MIR646HG	ACH-000691	0	0	0	0	0		0	0	0	1	0	0
GPBP1	NAP1L4	ACH-000691	0	0	0	0	0		0	0	0	1	0	0
JAG2	CDCA4	ACH-000691	0	0	0	0	0		0	0	0	1	0	1
LMF1	AXIN1	ACH-000691	0	0	0	0	0		0	0	0	1	0	0
MICU1	ASCC1	ACH-000691	0	0	0	0	0		0	0	0	0	0	0
NCALD	GRHL2	ACH-000691	0	0	0	0	0		0	0	0	1	0	1
NRDC	TTC39A	ACH-000691	0	0	0	0	0		0	0	0	0	0	0
OCIAD2	FRYL	ACH-000691	0	0	0	0	0		0	0	0	1	0	0
OVOL2	RRBP1	ACH-000691	0	0	0	0	0		0	0	0	1	0	1
PACS1	RBM14	ACH-000691	0	0	0	0	0		0	0	0	1	0	0
PDE8B	GMDS	ACH-000691	0	0	0	0	0		0	0	0	1	0	1
PLPP7	PRRC2B	ACH-000691	0	0	0	0	0		0	0	0	0	0	0
PPP1R1B	PSMD3	ACH-000691	0	0	0	0	0		0	0	0	1	0	0
PSD3	EZH2	ACH-000691	0	0	0	0	0		0	0	0	1	0	0
PXYLP1	RASA2	ACH-000691	0	0	0	0	0		0	0	0	0	0	0
RBM6	GNAI2	ACH-000691	0	0	0	0	0		0	0	0	1	0	1
SLC31A2	RGS3	ACH-000691	0	0	0	0	0		0	0	0	1	0	1
SLC7A6	PRMT7	ACH-000691	0	0	0	0	0		0	0	0	1	1	1
SPINDOC	NAA40	ACH-000691	0	0	0	0	0		0	0	0	0	0	0
TANGO2	RANBP1	ACH-000691	0	0	0	0	0		0	0	0	1	0	0
TMEM35A	CENPI	ACH-000691	0	0	0	0	0		0	0	0	0	0	0
TOGARAM2	PSPC1	ACH-000691	0	0	0	0	0		0	0	0	0	0	0
TUBB3	RAB11FIP3	ACH-000691	0	0	0	0	0		0	0	0	1	0	1
VPS13D	CORO7	ACH-000691	0	0	0	0	0		0	0	0	1	0	1
ZNF670	SMYD3	ACH-000691	0	0	0	0	0		0	0	0	1	0	0
BCAS3	BRIP1	ACH-000755	0	0	0	0	0		0	0	0	1	0	1
ICA1	RCC1	ACH-000755	0	0	0	0	0		0	0	0	1	0	1
MED13	GRB7	ACH-000755	0	0	0	0	0		0	0	0	1	0	0
NLK	USP32	ACH-000755	0	0	0	0	0		0	0	0	1	0	0
NOTCH1	SEC16A	ACH-000755	0	0	0	0	0		1	1	1	1	0	1
PGAP3	GRB7	ACH-000755	0	0	0	0	0		0	0	0	1	0	1
PPM1D	PGAP3	ACH-000755	0	0	0	0	0		1	0	1	1	0	1
RAB37	TMEM104	ACH-000755	0	0	0	0	0		0	0	0	1	0	0
RPS6KB1	INTS2	ACH-000755	0	0	0	0	0		0	1	0	1	0	0
SLC39A1	DENND4B	ACH-000755	0	0	0	0	0		0	0	0	1	0	0
USP32	SSH2	ACH-000755	0	0	0	0	0		0	0	0	1	0	0
VMP1	INTS2	ACH-000755	0	0	0	0	0		0	0	0	1	0	1
ZNF652	INTS2	ACH-000755	0	0	0	0	0		0	0	0	1	0	1
AFF3	POLR1A	ACH-000667	0	0	0	0	0		0	0	1	1	0	0
BAG1	NFX1	ACH-000667	0	0	0	0	0		0	0	0	1	0	1
MIR6080	SMURF2	ACH-000667	0	0	0	0	0		0	0	0	0	0	0
POF1B	BRWD3	ACH-000667	0	0	0	0	0		0	0	0	1	0	1
PRSS3	UBE2R2	ACH-000667	0	0	0	0	0		0	0	0	1	0	1
RNF111	ASAP1	ACH-000667	0	0	0	0	0		0	1	0	1	0	0
KHDRBS2	MTO1	ACH-000668	0	0	0	0	0		0	0	0	1	0	0
PDCD6	C5orf22	ACH-000668	0	0	0	0	0		0	0	0	1	0	1
SLC12A7	PDCD6	ACH-000668	0	0	0	0	0		0	0	0	1	0	0
AIG1	PEX3	ACH-000562	0	0	0	0	0		0	0	0	1	0	1
RCC1	GMEB1	ACH-000562	0	0	0	0	0		0	0	0	1	0	1
SEC14L5	PPL	ACH-000562	0	0	0	0	0		0	0	0	1	0	0
TMEM255A	CUL4B	ACH-000562	0	0	0	0	0		0	0	0	0	0	0
UBE3A	NIPA1	ACH-000562	0	0	0	0	0		0	0	0	1	0	0
ANO8	ICAM5	ACH-000012	0	0	0	0	0		0	0	0	1	0	0
COL14A1	FGFR2	ACH-000012	0	0	0	0	0		0	0	0	1	0	0
COPS5	SGK3	ACH-000012	0	0	0	0	0		0	0	0	1	0	1
CSPP1	SGK3	ACH-000012	0	0	0	0	0		0	0	0	1	0	1
NCOA2	JPH1	ACH-000012	0	0	0	0	0		0	0	1	1	1	1
PCAT1	TPD52	ACH-000012	0	0	0	0	0		0	0	0	0	0	0
RFX1	ZSWIM4	ACH-000012	0	0	0	0	0		0	0	0	1	0	0
SGK3	ARFGEF1	ACH-000012	0	0	0	0	0		0	0	0	1	0	0
TMEM41B	TMEM9B	ACH-000012	0	0	0	0	0		0	0	0	1	0	1
AP3S1	COMMD10	ACH-000971	0	0	0	0	0		0	0	0	1	0	1
MAVS	PANK2	ACH-000971	0	0	0	0	0		0	0	0	1	0	0
MBTD1	SPAG9	ACH-000971	0	0	0	0	0		0	0	0	1	0	0
OSBPL2	LAMA5	ACH-000971	0	0	0	0	0		0	0	0	1	0	1
WASHC3	GNPTAB	ACH-000971	0	0	0	0	0		0	0	0	0	0	0
ARL16	FASN	ACH-000643	0	0	0	0	0		0	0	0	1	0	0
BCO1	GAN	ACH-000643	0	0	0	0	0		0	0	0	0	0	0
CPNE9	BRPF1	ACH-000643	0	0	0	0	0		0	0	0	1	0	0
DMD	ZNF407	ACH-000643	0	0	0	0	0		0	0	0	1	0	1
DNAJC15	AXIN1	ACH-000643	0	0	0	0	0		0	0	0	1	0	0
IFIT3	RNLS	ACH-000643	0	0	0	0	0		0	0	0	1	0	1
KCNAB1	DHX36	ACH-000643	0	0	0	0	0		0	0	0	1	0	1
LIPJ	IFIT3	ACH-000643	0	0	0	0	0		0	0	0	1	0	0
RUFY4	NBEAL1	ACH-000643	0	0	0	0	0		0	0	0	1	0	0
SCPEP1	MSI2	ACH-000643	0	0	0	0	0		0	0	0	1	0	1
SPTBN2	IGHMBP2	ACH-000643	0	0	0	0	0		0	0	0	1	0	1
SRP68	EVPL	ACH-000643	0	0	0	0	0		0	0	0	1	0	0
STS	GTPBP6	ACH-000643	0	0	0	0	0		0	0	0	1	0	1
WDR62	TBCB	ACH-000643	0	0	0	0	0		0	0	0	1	0	0
HCN2	LONP1	ACH-000625	0	0	0	0	0		0	0	0	1	0	0
HORMAD2	NF2	ACH-000625	0	0	0	0	0		0	0	0	1	0	0
SMIM14	RFC1	ACH-000625	0	0	0	0	0		0	0	0	0	0	0
TFEB	IGF2BP2	ACH-000625	0	0	0	0	0		0	0	1	1	0	0
ACTR10	PSMA3	ACH-000847	0	0	0	0	0		0	0	0	1	0	0
COA1	BLVRA	ACH-000847	0	0	0	0	0		0	0	0	0	0	0
CSMD3	LINC00824	ACH-000847	0	0	0	0	0		0	0	1	1	0	1
EFS	ACIN1	ACH-000847	0	0	0	0	0		0	0	0	1	0	1
LINC00824	CSMD3	ACH-000847	0	0	0	0	0		0	0	0	0	0	0
LINGO2	KIAA1958	ACH-000847	0	0	0	0	0		0	0	0	1	0	0
NSMCE2	WASHC5	ACH-000847	0	0	0	0	0		0	0	0	1	0	0
